lane_id	source_center	destination_center	route_type	week_start	segment_count	trip_count	avg_delay_minutes	prior_week_avg_delay_minutes	wow_avg_delay_change_minutes	sla_breach_rate_pct	prior_week_sla_breach_rate_pct	wow_sla_breach_rate_change_pct
IND000000ACB -> IND751002AAB | FTL	IND000000ACB	IND751002AAB	FTL	2018-09-24	174	3	18.21	19.5	-1.29	31.03	27.57	3.46
IND000000ACB -> IND821115AAB | FTL	IND000000ACB	IND821115AAB	FTL	2018-09-10	185	5	16.58	NULL	NULL	30.81	NULL	NULL
IND000000ACB -> IND821115AAB | FTL	IND000000ACB	IND821115AAB	FTL	2018-09-17	259	7	16.89	16.58	0.31	30.50	30.81	-0.31
IND000000ACB -> IND821115AAB | FTL	IND000000ACB	IND821115AAB	FTL	2018-09-24	184	5	15.02	16.89	-1.87	25.54	30.50	-4.96
IND000000ACB -> IND821115AAB | FTL	IND000000ACB	IND821115AAB	FTL	2018-10-01	37	1	13.95	15.02	-1.07	27.03	25.54	1.49
IND000000ACB -> IND834002AAB | FTL	IND000000ACB	IND834002AAB	FTL	2018-09-10	87	2	17.03	NULL	NULL	19.54	NULL	NULL
IND000000ACB -> IND834002AAB | FTL	IND000000ACB	IND834002AAB	FTL	2018-09-17	137	3	15.36	17.03	-1.67	20.44	19.54	0.90
IND000000ACB -> IND834002AAB | FTL	IND000000ACB	IND834002AAB	FTL	2018-09-24	321	7	14.02	15.36	-1.34	22.12	20.44	1.68
IND000000ACB -> IND834002AAB | FTL	IND000000ACB	IND834002AAB	FTL	2018-10-01	182	4	15.49	14.02	1.47	24.73	22.12	2.61
IND000000ACB -> IND842001AAA | FTL	IND000000ACB	IND842001AAA	FTL	2018-09-10	120	4	24.92	NULL	NULL	23.33	NULL	NULL
IND000000ACB -> IND842001AAA | FTL	IND000000ACB	IND842001AAA	FTL	2018-09-17	200	5	17.24	24.92	-7.68	28.50	23.33	5.17
IND000000ACB -> IND842001AAA | FTL	IND000000ACB	IND842001AAA	FTL	2018-09-24	280	7	17.18	17.24	-0.06	29.29	28.50	0.79
IND000000ACB -> IND842001AAA | FTL	IND000000ACB	IND842001AAA	FTL	2018-10-01	120	3	17.5	17.18	0.32	25.00	29.29	-4.29
IND000000ACK -> IND501359AAF | Carting	IND000000ACK	IND501359AAF	Carting	2018-09-10	12	4	16	NULL	NULL	75.00	NULL	NULL
IND000000ACK -> IND501359AAF | Carting	IND000000ACK	IND501359AAF	Carting	2018-09-17	36	12	13.67	16	-2.33	61.11	75.00	-13.89
IND000000ACK -> IND501359AAF | Carting	IND000000ACK	IND501359AAF	Carting	2018-09-24	37	13	17.62	13.67	3.95	72.97	61.11	11.86
IND000000ACK -> IND501359AAF | Carting	IND000000ACK	IND501359AAF	Carting	2018-10-01	9	3	17.56	17.62	-0.06	88.89	72.97	15.92
IND000000ACN -> IND501359AAF | Carting	IND000000ACN	IND501359AAF	Carting	2018-09-10	4	2	11.25	NULL	NULL	25.00	NULL	NULL
IND000000ACN -> IND501359AAF | Carting	IND000000ACN	IND501359AAF	Carting	2018-09-17	14	7	12.79	11.25	1.54	42.86	25.00	17.86
IND000000ACN -> IND501359AAF | Carting	IND000000ACN	IND501359AAF	Carting	2018-09-24	10	5	26.5	12.79	13.71	50.00	42.86	7.14
IND000000ACN -> IND501359AAF | Carting	IND000000ACN	IND501359AAF	Carting	2018-10-01	4	2	17.25	26.5	-9.25	100.00	50.00	50.00
IND000000ACT -> IND000000ACB | Carting	IND000000ACT	IND000000ACB	Carting	2018-09-10	101	22	6.22	NULL	NULL	13.86	NULL	NULL
IND000000ACT -> IND000000ACB | Carting	IND000000ACT	IND000000ACB	Carting	2018-09-17	24	6	9.38	6.22	3.16	20.83	13.86	6.97
IND000000ACT -> IND000000ACB | Carting	IND000000ACT	IND000000ACB	Carting	2018-09-24	63	14	10.37	9.38	0.99	20.63	20.83	-0.20
IND000000ACT -> IND000000ACB | Carting	IND000000ACT	IND000000ACB	Carting	2018-10-01	5	1	7.4	10.37	-2.97	20.00	20.63	-0.63
IND000000ACT -> IND000000ACB | FTL	IND000000ACT	IND000000ACB	FTL	2018-09-10	29	15	10.48	NULL	NULL	3.45	NULL	NULL
IND000000ACT -> IND000000ACB | FTL	IND000000ACT	IND000000ACB	FTL	2018-09-17	28	14	11.07	10.48	0.59	10.71	3.45	7.26
IND000000ACT -> IND000000ACB | FTL	IND000000ACT	IND000000ACB	FTL	2018-09-24	40	20	8.15	11.07	-2.92	7.50	10.71	-3.21
IND000000ACT -> IND000000ACB | FTL	IND000000ACT	IND000000ACB	FTL	2018-10-01	16	8	14.12	8.15	5.97	12.50	7.50	5.00
IND000000ACT -> IND131028AAB | Carting	IND000000ACT	IND131028AAB	Carting	2018-09-10	92	21	9.73	NULL	NULL	31.52	NULL	NULL
IND000000ACT -> IND131028AAB | Carting	IND000000ACT	IND131028AAB	Carting	2018-09-17	36	9	7.11	9.73	-2.62	16.67	31.52	-14.85
IND000000ACT -> IND131028AAB | Carting	IND000000ACT	IND131028AAB	Carting	2018-09-24	24	6	9.88	7.11	2.77	29.17	16.67	12.50
IND000000ACT -> IND131028AAB | Carting	IND000000ACT	IND131028AAB	Carting	2018-10-01	12	3	14	9.88	4.12	33.33	29.17	4.16
IND000000ACT -> IND160002AAC | FTL	IND000000ACT	IND160002AAC	FTL	2018-09-10	60	6	17.67	NULL	NULL	26.67	NULL	NULL
IND000000ACT -> IND160002AAC | FTL	IND000000ACT	IND160002AAC	FTL	2018-09-17	60	6	21.92	17.67	4.25	30.00	26.67	3.33
IND000000ACT -> IND160002AAC | FTL	IND000000ACT	IND160002AAC	FTL	2018-09-24	60	6	18.08	21.92	-3.84	30.00	30.00	0.00
IND000000ACT -> IND160002AAC | FTL	IND000000ACT	IND160002AAC	FTL	2018-10-01	30	3	18.6	18.08	0.52	23.33	30.00	-6.67
IND000000ADM -> IND683511AAA | Carting	IND000000ADM	IND683511AAA	Carting	2018-10-01	3	1	19.67	NULL	NULL	33.33	NULL	NULL
IND000000ADV -> IND600044AAC | Carting	IND000000ADV	IND600044AAC	Carting	2018-09-10	8	2	6.25	NULL	NULL	0.00	NULL	NULL
IND000000ADV -> IND600044AAC | Carting	IND000000ADV	IND600044AAC	Carting	2018-09-17	24	6	6.17	6.25	-0.08	4.17	0.00	4.17
IND000000ADV -> IND600044AAC | Carting	IND000000ADV	IND600044AAC	Carting	2018-09-24	28	7	8.68	6.17	2.51	10.71	4.17	6.54
IND000000ADV -> IND600044AAC | Carting	IND000000ADV	IND600044AAC	Carting	2018-10-01	12	3	4.92	8.68	-3.76	0.00	10.71	-10.71
IND000000AEL -> IND000000ACB | Carting	IND000000AEL	IND000000ACB	Carting	2018-09-10	54	9	12.02	NULL	NULL	29.63	NULL	NULL
IND000000AEL -> IND000000ACB | Carting	IND000000AEL	IND000000ACB	Carting	2018-09-17	30	5	11.43	12.02	-0.59	23.33	29.63	-6.30
IND000000AEL -> IND000000ACB | Carting	IND000000AEL	IND000000ACB	Carting	2018-09-24	18	3	36.33	11.43	24.9	38.89	23.33	15.56
IND000000AEM -> IND110037AAB | Carting	IND000000AEM	IND110037AAB	Carting	2018-09-10	46	10	28.22	NULL	NULL	47.83	NULL	NULL
IND000000AEM -> IND110037AAB | Carting	IND000000AEM	IND110037AAB	Carting	2018-09-17	5	1	17.8	28.22	-10.42	20.00	47.83	-27.83
IND000000AEM -> IND110064AAB | Carting	IND000000AEM	IND110064AAB	Carting	2018-09-10	29	5	8.34	NULL	NULL	31.03	NULL	NULL
IND000000AEM -> IND110064AAB | Carting	IND000000AEM	IND110064AAB	Carting	2018-09-17	30	5	8.77	8.34	0.43	43.33	31.03	12.30
IND000000AEM -> IND110064AAB | Carting	IND000000AEM	IND110064AAB	Carting	2018-09-24	6	1	7.33	8.77	-1.44	16.67	43.33	-26.66
IND000000AET -> IND000000AAS | FTL	IND000000AET	IND000000AAS	FTL	2018-09-10	3	1	14.33	NULL	NULL	33.33	NULL	NULL
IND000000AET -> IND000000AAS | FTL	IND000000AET	IND000000AAS	FTL	2018-09-17	15	5	23.73	14.33	9.4	66.67	33.33	33.34
IND000000AET -> IND000000AAS | FTL	IND000000AET	IND000000AAS	FTL	2018-09-24	6	2	23.83	23.73	0.1	83.33	66.67	16.66
IND000000AFF -> IND734203AAA | FTL	IND000000AFF	IND734203AAA	FTL	2018-09-10	3	3	68.33	NULL	NULL	100.00	NULL	NULL
IND000000AFG -> IND673027AAB | FTL	IND000000AFG	IND673027AAB	FTL	2018-09-17	2	1	18.5	NULL	NULL	0.00	NULL	NULL
IND000000AFG -> IND673632AAA | FTL	IND000000AFG	IND673632AAA	FTL	2018-09-24	4	2	25.75	NULL	NULL	50.00	NULL	NULL
IND000000AFG -> IND673632AAA | FTL	IND000000AFG	IND673632AAA	FTL	2018-10-01	2	1	33	25.75	7.25	100.00	50.00	50.00
IND000000AFJ -> IND695121AAA | Carting	IND000000AFJ	IND695121AAA	Carting	2018-09-10	8	4	1.38	NULL	NULL	0.00	NULL	NULL
IND000000AFJ -> IND695121AAA | Carting	IND000000AFJ	IND695121AAA	Carting	2018-09-17	12	6	1.25	1.38	-0.13	0.00	0.00	0.00
IND000000AFJ -> IND695121AAA | Carting	IND000000AFJ	IND695121AAA	Carting	2018-09-24	14	7	2.07	1.25	0.82	0.00	0.00	0.00
IND000000AFJ -> IND695121AAA | Carting	IND000000AFJ	IND695121AAA	Carting	2018-10-01	6	3	2.33	2.07	0.26	0.00	0.00	0.00
IND000000AFJ -> IND695572AAB | Carting	IND000000AFJ	IND695572AAB	Carting	2018-09-10	2	1	17	NULL	NULL	50.00	NULL	NULL
IND000000AFR -> IND683511AAA | Carting	IND000000AFR	IND683511AAA	Carting	2018-09-17	12	4	16.17	NULL	NULL	41.67	NULL	NULL
IND000000AFR -> IND683511AAA | Carting	IND000000AFR	IND683511AAA	Carting	2018-09-24	6	2	13.17	16.17	-3	50.00	41.67	8.33
IND000000AFR -> IND683511AAA | Carting	IND000000AFR	IND683511AAA	Carting	2018-10-01	6	2	6.83	13.17	-6.34	0.00	50.00	-50.00
IND000000AFT -> IND400072AAB | Carting	IND000000AFT	IND400072AAB	Carting	2018-09-10	4	2	7.5	NULL	NULL	0.00	NULL	NULL
IND000000AFT -> IND400072AAB | Carting	IND000000AFT	IND400072AAB	Carting	2018-09-17	2	1	9	7.5	1.5	0.00	0.00	0.00
IND000000AFT -> IND400072AAB | Carting	IND000000AFT	IND400072AAB	Carting	2018-09-24	12	6	8.58	9	-0.42	33.33	0.00	33.33
IND000000AFT -> IND400072AAB | Carting	IND000000AFT	IND400072AAB	Carting	2018-10-01	2	1	10.5	8.58	1.92	50.00	33.33	16.67
IND000000AFT -> IND400701AAA | Carting	IND000000AFT	IND400701AAA	Carting	2018-09-24	2	1	19	NULL	NULL	100.00	NULL	NULL
IND000000AFT -> IND400706AAA | Carting	IND000000AFT	IND400706AAA	Carting	2018-09-17	1	1	76	NULL	NULL	100.00	NULL	NULL
IND000000AFT -> IND400706AAA | Carting	IND000000AFT	IND400706AAA	Carting	2018-10-01	1	1	8	76	-68	0.00	100.00	-100.00
IND000000AFT -> IND410206AAA | Carting	IND000000AFT	IND410206AAA	Carting	2018-09-24	5	2	22.8	NULL	NULL	80.00	NULL	NULL
IND000000AFT -> IND410206AAB | Carting	IND000000AFT	IND410206AAB	Carting	2018-09-10	2	1	17	NULL	NULL	100.00	NULL	NULL
IND000000AFT -> IND410209AAA | Carting	IND000000AFT	IND410209AAA	Carting	2018-09-10	12	6	7.5	NULL	NULL	25.00	NULL	NULL
IND000000AFT -> IND410209AAA | Carting	IND000000AFT	IND410209AAA	Carting	2018-09-17	19	10	8.53	7.5	1.03	42.11	25.00	17.11
IND000000AFT -> IND410209AAA | Carting	IND000000AFT	IND410209AAA	Carting	2018-09-24	33	17	9.09	8.53	0.56	42.42	42.11	0.31
IND000000AFT -> IND410209AAA | Carting	IND000000AFT	IND410209AAA	Carting	2018-10-01	14	7	15.71	9.09	6.62	57.14	42.42	14.72
IND000000AFT -> IND410210AAA | Carting	IND000000AFT	IND410210AAA	Carting	2018-09-10	3	3	33.33	NULL	NULL	100.00	NULL	NULL
IND000000AFT -> IND410210AAA | Carting	IND000000AFT	IND410210AAA	Carting	2018-09-17	3	3	21.33	33.33	-12	33.33	100.00	-66.67
IND000000AFT -> IND410210AAA | Carting	IND000000AFT	IND410210AAA	Carting	2018-09-24	5	4	33.2	21.33	11.87	80.00	33.33	46.67
IND000000AFT -> IND410210AAA | Carting	IND000000AFT	IND410210AAA	Carting	2018-10-01	4	3	22.75	33.2	-10.45	75.00	80.00	-5.00
IND000000AFT -> IND421302AAG | Carting	IND000000AFT	IND421302AAG	Carting	2018-09-10	6	3	16.5	NULL	NULL	50.00	NULL	NULL
IND000000AFT -> IND421302AAG | Carting	IND000000AFT	IND421302AAG	Carting	2018-09-17	5	3	26.6	16.5	10.1	40.00	50.00	-10.00
IND000000AFT -> IND421302AAG | Carting	IND000000AFT	IND421302AAG	Carting	2018-09-24	12	6	18.92	26.6	-7.68	50.00	40.00	10.00
IND000000AFT -> IND421302AAG | Carting	IND000000AFT	IND421302AAG	Carting	2018-10-01	5	3	85	18.92	66.08	80.00	50.00	30.00
IND110014AAA -> IND110024AAA | Carting	IND110014AAA	IND110024AAA	Carting	2018-09-10	7	5	18.86	NULL	NULL	100.00	NULL	NULL
IND110014AAA -> IND110024AAA | Carting	IND110014AAA	IND110024AAA	Carting	2018-09-17	3	3	19.67	18.86	0.81	100.00	100.00	0.00
IND110014AAA -> IND110024AAA | Carting	IND110014AAA	IND110024AAA	Carting	2018-09-24	1	1	16	19.67	-3.67	100.00	100.00	0.00
IND110014AAA -> IND110024AAA | Carting	IND110014AAA	IND110024AAA	Carting	2018-10-01	3	2	13	16	-3	100.00	100.00	0.00
IND110020AAB -> IND110037AAM | Carting	IND110020AAB	IND110037AAM	Carting	2018-09-10	5	3	122.6	NULL	NULL	100.00	NULL	NULL
IND110020AAB -> IND110037AAM | Carting	IND110020AAB	IND110037AAM	Carting	2018-09-24	2	1	8	122.6	-114.6	0.00	100.00	-100.00
IND110024AAA -> IND110014AAA | Carting	IND110024AAA	IND110014AAA	Carting	2018-09-10	5	4	7	NULL	NULL	20.00	NULL	NULL
IND110024AAA -> IND110014AAA | Carting	IND110024AAA	IND110014AAA	Carting	2018-09-17	4	4	6.5	7	-0.5	25.00	20.00	5.00
IND110024AAA -> IND110014AAA | Carting	IND110024AAA	IND110014AAA	Carting	2018-09-24	1	1	15	6.5	8.5	100.00	25.00	75.00
IND110030AAD -> IND000000ACB | Carting	IND110030AAD	IND000000ACB	Carting	2018-09-10	34	7	28.12	NULL	NULL	26.47	NULL	NULL
IND110035AAC -> IND110037AAM | Carting	IND110035AAC	IND110037AAM	Carting	2018-09-10	2	1	4	NULL	NULL	0.00	NULL	NULL
IND110035AAC -> IND110037AAM | Carting	IND110035AAC	IND110037AAM	Carting	2018-09-24	2	1	6	4	2	50.00	0.00	50.00
IND110035AAC -> IND110037AAM | Carting	IND110035AAC	IND110037AAM	Carting	2018-10-01	2	1	11	6	5	50.00	50.00	0.00
IND110037AAK -> IND000000ACB | Carting	IND110037AAK	IND000000ACB	Carting	2018-09-10	45	11	18.53	NULL	NULL	28.89	NULL	NULL
IND110037AAK -> IND000000ACB | Carting	IND110037AAK	IND000000ACB	Carting	2018-09-17	73	18	16.11	18.53	-2.42	32.88	28.89	3.99
IND110037AAK -> IND000000ACB | Carting	IND110037AAK	IND000000ACB	Carting	2018-09-24	47	11	45.98	16.11	29.87	55.32	32.88	22.44
IND110037AAK -> IND000000ACB | Carting	IND110037AAK	IND000000ACB	Carting	2018-10-01	12	3	6.08	45.98	-39.9	25.00	55.32	-30.32
IND110037AAM -> IND000000ACB | FTL	IND110037AAM	IND000000ACB	FTL	2018-09-10	10	5	10.8	NULL	NULL	0.00	NULL	NULL
IND110037AAM -> IND000000ACB | FTL	IND110037AAM	IND000000ACB	FTL	2018-09-17	14	7	13.86	10.8	3.06	14.29	0.00	14.29
IND110037AAM -> IND110020AAB | Carting	IND110037AAM	IND110020AAB	Carting	2018-09-10	10	4	43.7	NULL	NULL	90.00	NULL	NULL
IND110037AAM -> IND110020AAB | Carting	IND110037AAM	IND110020AAB	Carting	2018-09-24	9	4	23.11	43.7	-20.59	88.89	90.00	-1.11
IND110037AAM -> IND110020AAB | Carting	IND110037AAM	IND110020AAB	Carting	2018-10-01	3	1	8.33	23.11	-14.78	33.33	88.89	-55.56
IND110037AAM -> IND110024AAA | Carting	IND110037AAM	IND110024AAA	Carting	2018-09-10	7	3	15.71	NULL	NULL	57.14	NULL	NULL
IND110037AAM -> IND110024AAA | Carting	IND110037AAM	IND110024AAA	Carting	2018-09-17	12	6	20.25	15.71	4.54	91.67	57.14	34.53
IND110037AAM -> IND110024AAA | Carting	IND110037AAM	IND110024AAA	Carting	2018-09-24	11	4	12.73	20.25	-7.52	63.64	91.67	-28.03
IND110037AAM -> IND110024AAA | Carting	IND110037AAM	IND110024AAA	Carting	2018-10-01	2	1	17	12.73	4.27	100.00	63.64	36.36
IND110037AAM -> IND110035AAC | Carting	IND110037AAM	IND110035AAC	Carting	2018-09-10	13	7	25.54	NULL	NULL	38.46	NULL	NULL
IND110037AAM -> IND110035AAC | Carting	IND110037AAM	IND110035AAC	Carting	2018-09-17	22	11	16.91	25.54	-8.63	36.36	38.46	-2.10
IND110037AAM -> IND110035AAC | Carting	IND110037AAM	IND110035AAC	Carting	2018-09-24	29	14	18.83	16.91	1.92	51.72	36.36	15.36
IND110037AAM -> IND110035AAC | Carting	IND110037AAM	IND110035AAC	Carting	2018-10-01	8	4	23.12	18.83	4.29	37.50	51.72	-14.22
IND110037AAM -> IND110064AAA | Carting	IND110037AAM	IND110064AAA	Carting	2018-09-10	1	1	19	NULL	NULL	100.00	NULL	NULL
IND110037AAM -> IND110064AAA | Carting	IND110037AAM	IND110064AAA	Carting	2018-09-24	1	1	152	19	133	100.00	100.00	0.00
IND110037AAM -> IND110085AAB | Carting	IND110037AAM	IND110085AAB	Carting	2018-09-10	10	5	11	NULL	NULL	30.00	NULL	NULL
IND110037AAM -> IND110085AAB | Carting	IND110037AAM	IND110085AAB	Carting	2018-09-17	15	7	21.07	11	10.07	33.33	30.00	3.33
IND110037AAM -> IND110085AAB | Carting	IND110037AAM	IND110085AAB	Carting	2018-09-24	14	7	19.79	21.07	-1.28	35.71	33.33	2.38
IND110037AAM -> IND110085AAB | Carting	IND110037AAM	IND110085AAB	Carting	2018-10-01	6	3	12.17	19.79	-7.62	66.67	35.71	30.96
IND110037AAM -> IND110092AAC | Carting	IND110037AAM	IND110092AAC	Carting	2018-09-10	3	1	10.33	NULL	NULL	33.33	NULL	NULL
IND110037AAM -> IND121004AAB | Carting	IND110037AAM	IND121004AAB	Carting	2018-09-10	33	11	15.7	NULL	NULL	42.42	NULL	NULL
IND110037AAM -> IND121004AAB | Carting	IND110037AAM	IND121004AAB	Carting	2018-09-17	57	19	14.96	15.7	-0.74	57.89	42.42	15.47
IND110037AAM -> IND121004AAB | Carting	IND110037AAM	IND121004AAB	Carting	2018-09-24	33	11	14.58	14.96	-0.38	39.39	57.89	-18.50
IND110037AAM -> IND121004AAB | Carting	IND110037AAM	IND121004AAB	Carting	2018-10-01	15	5	7.8	14.58	-6.78	20.00	39.39	-19.39
IND110037AAM -> IND125001AAA | FTL	IND110037AAM	IND125001AAA	FTL	2018-09-24	7	1	50.14	NULL	NULL	14.29	NULL	NULL
IND110037AAM -> IND131028AAB | Carting	IND110037AAM	IND131028AAB	Carting	2018-09-10	4	1	16.75	NULL	NULL	75.00	NULL	NULL
IND110037AAM -> IND201001AAC | Carting	IND110037AAM	IND201001AAC	Carting	2018-09-24	17	5	15.35	NULL	NULL	29.41	NULL	NULL
IND110037AAM -> IND201001AAC | Carting	IND110037AAM	IND201001AAC	Carting	2018-10-01	12	3	7.92	15.35	-7.43	25.00	29.41	-4.41
IND110037AAM -> IND201007AAA | Carting	IND110037AAM	IND201007AAA	Carting	2018-09-10	15	5	14.2	NULL	NULL	60.00	NULL	NULL
IND110037AAM -> IND201007AAA | Carting	IND110037AAM	IND201007AAA	Carting	2018-09-17	3	1	23.33	14.2	9.13	66.67	60.00	6.67
IND110037AAM -> IND201301AAD | Carting	IND110037AAM	IND201301AAD	Carting	2018-09-10	9	3	37.33	NULL	NULL	77.78	NULL	NULL
IND110037AAM -> IND201301AAF | Carting	IND110037AAM	IND201301AAF	Carting	2018-09-10	15	5	14.33	NULL	NULL	40.00	NULL	NULL
IND110037AAM -> IND202001AAB | FTL	IND110037AAM	IND202001AAB	FTL	2018-09-10	50	9	26.24	NULL	NULL	42.00	NULL	NULL
IND110037AAM -> IND202001AAB | FTL	IND110037AAM	IND202001AAB	FTL	2018-09-17	54	9	16.5	26.24	-9.74	27.78	42.00	-14.22
IND110037AAM -> IND202001AAB | FTL	IND110037AAM	IND202001AAB	FTL	2018-09-24	36	6	14.14	16.5	-2.36	27.78	27.78	0.00
IND110037AAM -> IND202001AAB | FTL	IND110037AAM	IND202001AAB	FTL	2018-10-01	12	2	13.83	14.14	-0.31	25.00	27.78	-2.78
IND110037AAM -> IND209304AAA | FTL	IND110037AAM	IND209304AAA	FTL	2018-09-10	126	7	20.67	NULL	NULL	25.40	NULL	NULL
IND110037AAM -> IND209304AAA | FTL	IND110037AAM	IND209304AAA	FTL	2018-09-17	143	8	18.66	20.67	-2.01	27.27	25.40	1.87
IND110037AAM -> IND209304AAA | FTL	IND110037AAM	IND209304AAA	FTL	2018-09-24	126	7	22.65	18.66	3.99	30.16	27.27	2.89
IND110037AAM -> IND209304AAA | FTL	IND110037AAM	IND209304AAA	FTL	2018-10-01	54	3	17.72	22.65	-4.93	27.78	30.16	-2.38
IND110037AAM -> IND226004AAC | FTL	IND110037AAM	IND226004AAC	FTL	2018-09-10	20	1	12.4	NULL	NULL	10.00	NULL	NULL
IND110037AAM -> IND250002AAC | FTL	IND110037AAM	IND250002AAC	FTL	2018-10-01	8	2	173.75	NULL	NULL	25.00	NULL	NULL
IND110037AAM -> IND282001AAA | FTL	IND110037AAM	IND282001AAA	FTL	2018-09-17	8	1	49.12	NULL	NULL	25.00	NULL	NULL
IND110037AAM -> IND282001AAA | FTL	IND110037AAM	IND282001AAA	FTL	2018-09-24	16	2	18.25	49.12	-30.87	37.50	25.00	12.50
IND110037AAM -> IND282001AAA | FTL	IND110037AAM	IND282001AAA	FTL	2018-10-01	8	1	15.75	18.25	-2.5	37.50	37.50	0.00
IND110037AAM -> IND282001AAC | FTL	IND110037AAM	IND282001AAC	FTL	2018-09-17	8	1	20.25	NULL	NULL	50.00	NULL	NULL
IND110037AAM -> IND282002AAD | FTL	IND110037AAM	IND282002AAD	FTL	2018-09-24	8	1	17.88	NULL	NULL	37.50	NULL	NULL
IND110037AAM -> IND421302AAG | FTL	IND110037AAM	IND421302AAG	FTL	2018-09-10	205	5	23.88	NULL	NULL	23.41	NULL	NULL
IND110037AAM -> IND421302AAG | FTL	IND110037AAM	IND421302AAG	FTL	2018-09-17	202	5	24.73	23.88	0.85	22.77	23.41	-0.64
IND110037AAM -> IND421302AAG | FTL	IND110037AAM	IND421302AAG	FTL	2018-09-24	305	6	17.77	24.73	-6.96	21.97	22.77	-0.80
IND110037AAM -> IND421302AAG | FTL	IND110037AAM	IND421302AAG	FTL	2018-10-01	102	2	15.44	17.77	-2.33	22.55	21.97	0.58
IND110037AAM -> IND781018AAB | FTL	IND110037AAM	IND781018AAB	FTL	2018-09-24	68	1	26.15	NULL	NULL	30.88	NULL	NULL
IND110037AAM -> IND811399AAA | FTL	IND110037AAM	IND811399AAA	FTL	2018-09-10	2	1	1.5	NULL	NULL	0.00	NULL	NULL
IND110037AAM -> IND811399AAA | FTL	IND110037AAM	IND811399AAA	FTL	2018-09-17	10	5	40.2	1.5	38.7	50.00	0.00	50.00
IND110037AAM -> IND811399AAA | FTL	IND110037AAM	IND811399AAA	FTL	2018-09-24	5	3	11.8	40.2	-28.4	40.00	50.00	-10.00
IND110037AAM -> IND811399AAA | FTL	IND110037AAM	IND811399AAA	FTL	2018-10-01	4	2	33	11.8	21.2	50.00	40.00	10.00
IND110039AAA -> IND110085AAB | Carting	IND110039AAA	IND110085AAB	Carting	2018-09-10	2	1	34	NULL	NULL	50.00	NULL	NULL
IND110039AAA -> IND110085AAB | Carting	IND110039AAA	IND110085AAB	Carting	2018-09-17	2	1	17	34	-17	100.00	50.00	50.00
IND110039AAA -> IND110085AAB | Carting	IND110039AAA	IND110085AAB	Carting	2018-09-24	2	1	20.5	17	3.5	50.00	100.00	-50.00
IND110043AAA -> IND000000ACB | Carting	IND110043AAA	IND000000ACB	Carting	2018-09-10	19	5	38.05	NULL	NULL	52.63	NULL	NULL
IND110043AAA -> IND110078AAA | Carting	IND110043AAA	IND110078AAA	Carting	2018-09-10	20	10	6.55	NULL	NULL	25.00	NULL	NULL
IND110043AAA -> IND110078AAA | Carting	IND110043AAA	IND110078AAA	Carting	2018-09-17	16	8	12.5	6.55	5.95	43.75	25.00	18.75
IND110043AAA -> IND110078AAA | Carting	IND110043AAA	IND110078AAA	Carting	2018-09-24	15	8	10.6	12.5	-1.9	26.67	43.75	-17.08
IND110043AAA -> IND110078AAA | Carting	IND110043AAA	IND110078AAA	Carting	2018-10-01	14	7	8.71	10.6	-1.89	28.57	26.67	1.90
IND110043AAC -> IND000000ACB | Carting	IND110043AAC	IND000000ACB	Carting	2018-09-10	5	1	6	NULL	NULL	0.00	NULL	NULL
IND110044AAB -> IND000000ACB | Carting	IND110044AAB	IND000000ACB	Carting	2018-09-10	117	20	9.79	NULL	NULL	23.93	NULL	NULL
IND110044AAB -> IND000000ACB | Carting	IND110044AAB	IND000000ACB	Carting	2018-09-17	180	30	8.39	9.79	-1.4	23.33	23.93	-0.60
IND110044AAB -> IND000000ACB | Carting	IND110044AAB	IND000000ACB	Carting	2018-09-24	120	20	7.51	8.39	-0.88	21.67	23.33	-1.66
IND110044AAB -> IND000000ACB | Carting	IND110044AAB	IND000000ACB	Carting	2018-10-01	36	6	7.28	7.51	-0.23	19.44	21.67	-2.23
IND110044AAB -> IND110030AAD | Carting	IND110044AAB	IND110030AAD	Carting	2018-09-10	14	7	4.21	NULL	NULL	14.29	NULL	NULL
IND110044AAB -> IND110030AAD | Carting	IND110044AAB	IND110030AAD	Carting	2018-09-17	18	9	8.11	4.21	3.9	38.89	14.29	24.60
IND110044AAB -> IND110030AAD | Carting	IND110044AAB	IND110030AAD	Carting	2018-09-24	24	12	5.96	8.11	-2.15	45.83	38.89	6.94
IND110044AAB -> IND110030AAD | Carting	IND110044AAB	IND110030AAD	Carting	2018-10-01	4	2	2.5	5.96	-3.46	0.00	45.83	-45.83
IND110044AAB -> IND110037AAM | Carting	IND110044AAB	IND110037AAM	Carting	2018-09-10	2	1	8.5	NULL	NULL	50.00	NULL	NULL
IND110044AAB -> IND110037AAM | Carting	IND110044AAB	IND110037AAM	Carting	2018-09-17	2	1	11.5	8.5	3	100.00	50.00	50.00
IND110044AAB -> IND110037AAM | Carting	IND110044AAB	IND110037AAM	Carting	2018-09-24	2	1	13	11.5	1.5	0.00	100.00	-100.00
IND110044AAB -> IND131028AAB | Carting	IND110044AAB	IND131028AAB	Carting	2018-09-10	45	9	8.42	NULL	NULL	33.33	NULL	NULL
IND110044AAB -> IND131028AAB | Carting	IND110044AAB	IND131028AAB	Carting	2018-09-17	70	14	7.99	8.42	-0.43	31.43	33.33	-1.90
IND110044AAB -> IND131028AAB | Carting	IND110044AAB	IND131028AAB	Carting	2018-09-24	59	12	8.32	7.99	0.33	33.90	31.43	2.47
